tower_id,latitude,longitude,operator,technology,data_source
33036545,31.6796,74.3288,1,LTE,REAL PUBLIC DATA
33036555,31.6739,74.3231,1,LTE,REAL PUBLIC DATA
33036556,31.6678,74.3167,1,LTE,REAL PUBLIC DATA
32060417,31.6618,74.3103,1,LTE,REAL PUBLIC DATA
32060418,31.6537,74.3019,1,LTE,REAL PUBLIC DATA
33240597,31.6476,74.2954,1,LTE,REAL PUBLIC DATA
33001995,31.655,74.2949,1,LTE,REAL PUBLIC DATA
31042561,31.3751,74.1769,3,LTE,REAL PUBLIC DATA
30861845,31.4607,74.3315,1,LTE,REAL PUBLIC DATA
31833347,31.4605,74.3319,3,LTE,REAL PUBLIC DATA
31833345,31.4612,74.3305,3,LTE,REAL PUBLIC DATA
1957264,31.4748,74.3778,4,LTE,REAL PUBLIC DATA
208258817,31.475,74.3783,6,LTE,REAL PUBLIC DATA
207378791,31.4753,74.3791,6,LTE,REAL PUBLIC DATA
1404763,31.4753,74.3791,4,LTE,REAL PUBLIC DATA
208258918,31.4752,74.3788,6,LTE,REAL PUBLIC DATA
1572368,31.4753,74.3791,4,LTE,REAL PUBLIC DATA
1957268,31.4751,74.3785,4,LTE,REAL PUBLIC DATA
208259018,31.4753,74.379,6,LTE,REAL PUBLIC DATA
207501158,31.475,74.3781,6,LTE,REAL PUBLIC DATA
1957233,31.4748,74.3775,4,LTE,REAL PUBLIC DATA
1957231,31.4745,74.3767,4,LTE,REAL PUBLIC DATA
207390721,31.4745,74.3767,6,LTE,REAL PUBLIC DATA
207379713,31.474,74.375,6,LTE,REAL PUBLIC DATA
1164290,31.4739,74.3745,4,LTE,REAL PUBLIC DATA
1957254,31.4732,74.3724,4,LTE,REAL PUBLIC DATA
207384578,31.4732,74.3724,6,LTE,REAL PUBLIC DATA
1957258,31.473,74.3717,4,LTE,REAL PUBLIC DATA
2012167,31.4725,74.37,4,LTE,REAL PUBLIC DATA
207384678,31.4718,74.3676,6,LTE,REAL PUBLIC DATA
1404679,31.4719,74.3683,4,LTE,REAL PUBLIC DATA
1404673,31.4715,74.3649,4,LTE,REAL PUBLIC DATA
207384679,31.4714,74.3617,6,LTE,REAL PUBLIC DATA
899341,31.4714,74.3602,4,LTE,REAL PUBLIC DATA
1404674,31.4728,74.3571,4,LTE,REAL PUBLIC DATA
207392613,31.4735,74.356,6,LTE,REAL PUBLIC DATA
1404675,31.4753,74.3569,4,LTE,REAL PUBLIC DATA
10382594,31.4746,74.3568,4,LTE,REAL PUBLIC DATA
1032460,31.4748,74.3552,4,LTE,REAL PUBLIC DATA
1994499,31.4725,74.354,4,LTE,REAL PUBLIC DATA
207501513,31.4722,74.3543,6,LTE,REAL PUBLIC DATA
1994589,31.4725,74.3554,4,LTE,REAL PUBLIC DATA
1994503,31.4724,74.3554,4,LTE,REAL PUBLIC DATA
10992134,31.4725,74.3559,4,LTE,REAL PUBLIC DATA
207392514,31.4722,74.3571,6,LTE,REAL PUBLIC DATA
33086733,31.5758,74.4046,7,LTE,REAL PUBLIC DATA
